Id,fecha_venta,tipo_venta,empleado,categoria,total,es_entregado
2521,2023-09-05,web,María,ropa,92.89,1
2522,2023-12-17,WhatsApp,Luis,muebles,117.95,1
2523,2023-06-13,WhatsApp,Juan,muebles,0.0,0
2524,2023-07-16,WhatsApp,Ana,ropa,469.4,1
2525,2023-05-20,web,Luis,hogar,293.03,1
2526,2023-03-19,web,Juan,ropa,28.8,1
2527,2023-09-26,WhatsApp,Luis,tecnológico,1851.46,1
2528,2023-03-17,WhatsApp,,hogar,,1
2529,2023-12-11,WhatsApp,Juan,muebles,37.16,1
2530,2023-02-09,web,María,deportes,1099.07,1
2531,2023-04-12,web,Sofía,deportes,109.96,1
2532,2023-05-04,web,María,hogar,0.0,0
2533,2023-06-25,web,Ana,muebles,142.05,1
2534,2023-11-26,web,Sofía,deportes,0.0,0
2535,2023-06-08,web,Sofía,hogar,0.0,0
2536,2023-03-17,WhatsApp,María,deportes,75.27,1
2537,2023-08-31,WhatsApp,Juan,deportes,,1
2538,2023-08-26,web,Carlos,ropa,33.26,1
2539,2023-11-02,web,Carlos,tecnológico,0.0,0
2540,2023-11-08,web,Carlos,muebles,0.0,0
2541,2023-02-19,web,Sofía,deportes,0.0,0
2542,2023-12-09,WhatsApp,María,deportes,90.46,1
2543,2023-03-21,web,Ana,ropa,75.45,1
2544,2023-07-02,web,María,tecnológico,123.31,1
2545,2023-04-23,WhatsApp,Juan,hogar,,1
2546,2023-12-16,WhatsApp,Carlos,deportes,153.28,1
2547,2023-11-14,WhatsApp,María,muebles,408.09,1
2548,2023-12-15,web,María,hogar,329.51,1
2549,2023-11-05,web,María,deportes,850.18,1
2550,2023-05-28,WhatsApp,Carlos,deportes,2166.34,1
2551,2023-10-21,WhatsApp,Sofía,deportes,101.0,1
2552,2023-08-08,web,María,muebles,81.24,1
2553,2023-04-16,web,Ana,deportes,357.44,1
2554,2023-01-14,WhatsApp,Ana,ropa,117.1,1
2555,2023-02-23,web,Ana,deportes,79.69,1
2556,2023-09-06,WhatsApp,Ana,hogar,141.96,1
2557,2023-11-20,WhatsApp,Sofía,ropa,84.88,1
2558,2023-01-20,web,Luis,muebles,32.23,1
2559,2023-07-03,WhatsApp,Carlos,hogar,0.0,0
2560,2024-01-01,WhatsApp,Juan,deportes,0.0,0
2561,2023-08-22,web,María,tecnológico,74.46,1
2562,2023-02-04,WhatsApp,Carlos,deportes,58.69,1
2563,2023-06-09,web,Luis,hogar,566.45,1
2564,2023-08-18,web,Luis,tecnológico,39.79,1
2565,2023-12-31,web,Juan,deportes,0.0,0
2566,2023-06-25,WhatsApp,Sofía,deportes,128.66,1
2567,2023-09-05,web,Carlos,hogar,18.89,1
2568,2023-02-07,WhatsApp,María,muebles,91.52,1
2569,2023-02-24,web,Luis,deportes,,1
2570,2023-04-15,WhatsApp,Juan,hogar,104.6,1
2571,2023-07-24,WhatsApp,,tecnológico,61.51,1
2572,2023-03-10,web,María,tecnológico,25.62,1
2573,2023-01-20,WhatsApp,María,tecnológico,297.58,1
2574,2023-12-30,web,María,muebles,161.26,1
2575,2023-09-17,web,Ana,deportes,61.48,1
2576,2023-03-17,web,,hogar,138.25,1
2577,2023-04-26,web,Sofía,deportes,485.76,1
2578,2023-11-14,WhatsApp,Ana,muebles,,1
2579,2023-11-26,WhatsApp,María,deportes,96.0,1
2580,2023-06-24,web,Sofía,tecnológico,62.61,1
2581,2023-05-23,web,Juan,ropa,77.25,1
2582,2023-04-28,WhatsApp,Carlos,muebles,,1
2583,2023-10-13,WhatsApp,Carlos,ropa,,1
2584,2023-10-11,web,Ana,tecnológico,,1
2585,2023-06-08,WhatsApp,Carlos,hogar,,1
2586,2023-05-21,WhatsApp,María,deportes,145.06,1
2587,2023-07-14,WhatsApp,,tecnológico,123.76,1
2588,2023-06-19,web,Ana,hogar,588.3,1
2589,2023-06-07,web,María,ropa,71.01,1
2590,2023-04-05,web,Sofía,hogar,15.49,1
2591,2023-04-13,WhatsApp,María,ropa,10.68,1
2592,2023-08-17,web,Carlos,muebles,,1
2593,2023-08-06,WhatsApp,Sofía,deportes,283.63,1
2594,2023-12-06,web,Luis,tecnológico,111.57,1
2595,2023-03-22,WhatsApp,Luis,deportes,2725.1,1
2596,2023-07-16,WhatsApp,María,ropa,49.44,1
2597,2023-12-20,WhatsApp,Juan,hogar,0.0,0
2598,2023-08-08,WhatsApp,Luis,tecnológico,,1
2599,2023-01-24,WhatsApp,Sofía,ropa,339.87,1
2600,2023-07-23,WhatsApp,Carlos,tecnológico,1523.85,1
2601,2023-11-29,WhatsApp,María,deportes,0.0,0
2602,2023-06-04,WhatsApp,Sofía,hogar,249.69,1
2603,2023-10-08,WhatsApp,Ana,deportes,,1
2604,2023-11-11,web,Sofía,hogar,79.48,1
2605,2023-05-12,WhatsApp,Luis,muebles,89.07,1
2606,2023-08-28,web,Carlos,hogar,33.52,1
2607,2023-12-18,web,Carlos,ropa,349.26,1
2608,2023-04-08,web,Juan,tecnológico,180.85,1
2609,2023-08-06,web,Luis,tecnológico,59.63,1
2610,2023-04-15,web,Carlos,hogar,592.16,1
2611,2023-02-07,WhatsApp,María,ropa,81.74,1
2612,2023-03-24,web,Juan,deportes,,1
2613,2023-01-08,WhatsApp,Carlos,tecnológico,713.41,1
2614,2023-04-08,WhatsApp,Luis,ropa,147.88,1
2615,2023-07-12,WhatsApp,María,tecnológico,472.24,1
2616,2023-05-21,WhatsApp,Carlos,ropa,93.68,1
2617,2023-08-26,web,Juan,tecnológico,35.02,1
2618,2023-03-26,web,Luis,deportes,13.16,1
2619,2023-04-12,web,Sofía,hogar,126.15,1
2620,2023-04-13,web,Ana,tecnológico,77.29,1
2621,2023-12-26,WhatsApp,Juan,tecnológico,148.66,1
2622,2023-03-17,WhatsApp,Carlos,hogar,149.6,1
2623,2023-01-02,WhatsApp,María,tecnológico,,1
2624,2023-08-29,web,María,hogar,0.0,0
2625,2023-07-30,WhatsApp,Luis,hogar,1127.7,1
2626,2023-08-10,WhatsApp,Carlos,hogar,24.77,1
2627,2023-09-01,WhatsApp,Sofía,tecnológico,0.0,0
2628,2023-07-09,web,Luis,ropa,0.0,0
2629,2023-09-21,web,María,ropa,0.0,0
2630,2023-06-25,WhatsApp,Carlos,deportes,109.93,1
2631,2023-02-11,web,María,muebles,84.07,1
2632,2023-10-24,WhatsApp,María,tecnológico,95.44,1
2633,2023-09-24,web,Luis,muebles,84.05,1
2634,2023-05-05,WhatsApp,,ropa,1402.13,1
2635,2023-07-06,WhatsApp,Luis,deportes,136.46,1
2636,2023-02-01,web,Juan,ropa,33.69,1
2637,2023-11-03,WhatsApp,Luis,hogar,68.71,1
2638,2023-04-16,WhatsApp,María,tecnológico,0.0,0
2639,2023-07-03,WhatsApp,Luis,hogar,131.11,1
2640,2023-05-09,WhatsApp,Ana,muebles,0.0,0
2641,2023-09-07,web,Ana,muebles,,1
2642,2023-09-27,WhatsApp,Carlos,deportes,,1
2643,2023-07-05,web,María,hogar,116.72,1
2644,2023-09-30,WhatsApp,Carlos,muebles,68.21,1
2645,2023-05-07,web,María,tecnológico,499.47,1
2646,2023-03-28,WhatsApp,Ana,hogar,60.16,1
2647,2023-10-05,WhatsApp,Sofía,muebles,1436.07,1
2648,2023-05-15,web,Ana,hogar,67.43,1
2649,2023-09-17,WhatsApp,María,tecnológico,45.6,1
2650,2023-01-25,web,Juan,tecnológico,,1
2651,2023-04-14,web,María,deportes,112.98,1
2652,2023-10-13,web,Luis,ropa,75.14,1
2653,2023-12-11,web,Ana,muebles,480.91,1
2654,2023-11-12,WhatsApp,,tecnológico,0.0,0
2655,2023-02-19,WhatsApp,Carlos,tecnológico,100.75,1
2656,2023-09-04,WhatsApp,Carlos,ropa,146.91,1
2657,2023-08-16,WhatsApp,Sofía,hogar,1934.96,1
2658,2023-03-28,web,María,tecnológico,38.45,1
2659,2023-02-25,WhatsApp,Juan,ropa,,1
2660,2023-10-21,web,,muebles,85.27,1
2661,2023-08-14,web,Carlos,deportes,251.27,1
2662,2023-12-26,WhatsApp,María,muebles,18.32,1
2663,2023-01-05,web,María,deportes,15.12,1
2664,2023-07-22,WhatsApp,Juan,ropa,487.35,1
2665,2023-09-21,web,Juan,muebles,0.0,0
2666,2023-03-05,web,Juan,muebles,139.64,1
2667,2023-12-02,WhatsApp,Carlos,tecnológico,0.0,0
2668,2023-05-09,WhatsApp,Sofía,tecnológico,85.71,1
2669,2023-02-04,web,Sofía,ropa,0.0,0
2670,2023-12-09,web,Carlos,ropa,95.49,1
2671,2023-04-16,WhatsApp,Sofía,muebles,,1
2672,2023-04-26,web,Sofía,hogar,0.0,0
2673,2023-05-16,web,María,muebles,136.61,1
2674,2023-10-16,web,Sofía,ropa,,1
2675,2023-06-04,WhatsApp,Ana,hogar,45.18,1
2676,2023-05-19,WhatsApp,Sofía,tecnológico,14.53,1
2677,2023-09-30,web,Luis,tecnológico,,1
2678,2023-09-20,WhatsApp,Sofía,hogar,,1
2679,2023-03-15,web,María,hogar,65.19,1
2680,2023-04-10,WhatsApp,Juan,hogar,61.94,1
2681,2023-03-22,web,Juan,muebles,,1
2682,2023-11-27,WhatsApp,Carlos,deportes,36.85,1
2683,2023-03-21,WhatsApp,Sofía,tecnológico,36.35,1
2684,2023-12-21,WhatsApp,Sofía,muebles,13.03,1
2685,2023-05-10,WhatsApp,Carlos,tecnológico,137.31,1
2686,2023-12-19,web,Sofía,hogar,0.0,0
2687,2023-09-06,web,Ana,tecnológico,85.73,1
2688,2023-10-30,WhatsApp,Ana,hogar,16.17,1
2689,2023-08-21,web,Ana,deportes,0.0,0
2690,2023-09-27,WhatsApp,,tecnológico,82.81,1
2691,2023-06-16,web,Juan,deportes,0.0,0
2692,2023-11-22,web,Sofía,tecnológico,,1
2693,2023-05-20,WhatsApp,Sofía,ropa,0.0,0
2694,2023-06-08,web,María,muebles,22.46,1
2695,2023-08-23,web,Sofía,ropa,398.61,1
2696,2023-05-12,web,Carlos,tecnológico,483.33,1
2697,2023-09-17,web,,deportes,112.14,1
2698,2023-11-19,web,María,hogar,337.82,1
2699,2023-10-30,web,Carlos,ropa,0.0,0
2700,2023-02-07,web,Sofía,deportes,35.35,1
2701,2023-02-20,WhatsApp,Ana,tecnológico,34.13,1
2702,2023-01-20,web,Ana,tecnológico,38.96,1
2703,2023-08-05,WhatsApp,Juan,hogar,0.0,0
2704,2023-09-25,WhatsApp,Sofía,ropa,80.72,1
2705,2023-02-17,web,Sofía,hogar,59.67,1
2706,2023-03-11,WhatsApp,Sofía,hogar,46.97,1
2707,2023-03-07,web,Carlos,ropa,87.69,1
2708,2023-08-04,web,,deportes,0.0,0
2709,2023-12-02,WhatsApp,María,muebles,518.19,1
2710,2023-12-11,web,Ana,deportes,48.47,1
2711,2023-02-16,web,Juan,muebles,,1
2712,2023-08-31,web,Carlos,deportes,0.0,0
2713,2023-09-07,web,Ana,hogar,0.0,0
2714,2023-10-15,WhatsApp,Sofía,ropa,0.0,0
2715,2023-05-10,web,Juan,ropa,1228.62,1
2716,2023-11-10,WhatsApp,Ana,deportes,0.0,0
2717,2023-07-14,WhatsApp,Juan,hogar,49.43,1
2718,2023-06-10,WhatsApp,María,tecnológico,28.59,1
2719,2023-02-09,web,Ana,muebles,118.17,1
2720,2023-04-01,web,María,ropa,141.79,1
2721,2023-06-08,WhatsApp,Carlos,ropa,136.27,1
2722,2023-12-02,WhatsApp,Luis,muebles,96.52,1
2723,2023-12-31,web,Juan,muebles,,1
2724,2023-05-23,web,Luis,tecnológico,0.0,0
2725,2023-10-19,WhatsApp,Juan,muebles,113.92,1
2726,2023-08-11,web,Sofía,tecnológico,21.99,1
2727,2023-07-24,WhatsApp,María,hogar,131.16,1
2728,2023-10-10,WhatsApp,Ana,muebles,0.0,0
2729,2023-05-15,web,Carlos,hogar,164.09,1
2730,2023-02-23,WhatsApp,Ana,tecnológico,140.3,1
2731,2023-03-27,web,Juan,deportes,39.57,1
2732,2023-06-20,web,Carlos,tecnológico,138.41,1
2733,2023-04-02,web,María,deportes,123.39,1
2734,2023-06-06,WhatsApp,Luis,ropa,32.63,1
2735,2023-09-05,WhatsApp,Ana,ropa,0.0,0
2736,2023-12-04,WhatsApp,Sofía,hogar,132.75,1
2737,2023-09-25,web,Luis,muebles,741.47,1
2738,2023-05-07,web,María,ropa,39.08,1
2739,2023-04-01,WhatsApp,María,hogar,196.18,1
2740,2023-08-06,web,Sofía,deportes,0.0,0
2741,2023-06-07,web,Ana,tecnológico,10.5,1
2742,2023-06-27,web,Luis,ropa,86.2,1
2743,2023-03-27,WhatsApp,María,hogar,28.12,1
2744,2023-02-02,web,Luis,hogar,38.16,1
2745,2023-02-22,web,Luis,tecnológico,0.0,0
2746,2023-10-12,WhatsApp,Ana,tecnológico,1134.96,1
2747,2023-10-31,web,Ana,ropa,1120.59,1
2748,2023-02-20,WhatsApp,Juan,tecnológico,331.64,1
2749,2023-11-13,WhatsApp,Sofía,muebles,70.22,1
2750,2023-01-16,web,María,ropa,65.08,1
2751,2023-10-31,WhatsApp,María,hogar,18.65,1
2752,2023-01-21,web,Luis,hogar,125.26,1
2753,2023-07-04,web,Luis,ropa,52.7,1
2754,2023-02-23,WhatsApp,Juan,ropa,666.97,1
2755,2023-02-02,WhatsApp,,muebles,0.0,0
2756,2023-01-02,web,Juan,ropa,0.0,0
2757,2023-06-28,web,Juan,ropa,85.38,1
2758,2023-04-29,WhatsApp,Juan,deportes,13.7,1
2759,2023-02-01,WhatsApp,Juan,hogar,0.0,0
2760,2023-04-29,web,María,deportes,78.35,1
2761,2023-01-05,web,Ana,deportes,123.62,1
2762,2023-07-29,WhatsApp,Juan,hogar,149.34,1
2763,2023-07-15,web,Ana,deportes,30.96,1
2764,2023-01-25,web,Sofía,ropa,28.05,1
2765,2023-10-12,WhatsApp,Sofía,deportes,61.95,1
2766,2023-03-10,web,Luis,muebles,,1
2767,2023-07-01,WhatsApp,Luis,deportes,48.74,1
2768,2023-06-20,WhatsApp,,deportes,414.21,1
2769,2023-05-16,web,Juan,ropa,81.13,1
2770,2023-12-17,WhatsApp,Sofía,deportes,99.38,1
2771,2023-02-14,WhatsApp,Carlos,hogar,,1
2772,2023-01-28,WhatsApp,María,tecnológico,101.0,1
2773,2023-08-03,web,Luis,hogar,124.11,1
2774,2023-08-11,web,Ana,muebles,1260.45,1
2775,2023-01-15,web,Sofía,tecnológico,,1
2776,2023-03-26,web,Ana,deportes,911.46,1
2777,2023-09-04,web,Carlos,muebles,272.41,1
2778,2023-05-18,WhatsApp,Carlos,tecnológico,147.84,1
2779,2023-02-15,WhatsApp,María,hogar,74.9,1
2780,2023-12-28,WhatsApp,Sofía,tecnológico,,1
2781,2023-04-26,WhatsApp,Ana,hogar,82.37,1
2782,2023-03-10,WhatsApp,Ana,tecnológico,,1
2783,2023-02-07,web,María,muebles,,1
2784,2023-06-04,WhatsApp,María,ropa,118.83,1
2785,2023-08-25,WhatsApp,María,muebles,82.12,1
2786,2023-01-15,web,María,ropa,0.0,0
2787,2023-07-15,WhatsApp,Luis,tecnológico,21.69,1
2788,2023-08-02,web,Carlos,hogar,0.0,0
2789,2023-03-22,web,María,ropa,463.82,1
2790,2023-04-17,web,María,hogar,112.4,1
2791,2023-03-03,web,Juan,tecnológico,66.17,1
2792,2023-03-24,WhatsApp,Luis,tecnológico,82.12,1
2793,2023-02-19,WhatsApp,Juan,deportes,234.79,1
2794,2023-01-29,web,Ana,muebles,25.22,1
2795,2023-09-26,WhatsApp,Carlos,hogar,0.0,0
2796,2023-01-14,WhatsApp,Juan,tecnológico,71.39,1
2797,2023-06-20,WhatsApp,Luis,ropa,44.88,1
2798,2023-05-25,web,Ana,deportes,2034.7,1
2799,2023-08-20,web,Juan,muebles,2136.9,1
2800,2023-01-15,WhatsApp,Carlos,tecnológico,72.25,1
2801,2023-07-21,web,Luis,ropa,352.73,1
2802,2023-12-10,WhatsApp,,hogar,399.94,1
2803,2023-11-14,web,Juan,muebles,263.57,1
2804,2023-02-12,WhatsApp,Juan,ropa,125.54,1
2805,2023-06-06,web,,ropa,33.93,1
2806,2023-01-30,WhatsApp,,hogar,133.24,1
2807,2023-03-01,WhatsApp,Ana,tecnológico,146.46,1
2808,2023-09-12,web,Carlos,hogar,0.0,0
2809,2023-11-19,web,Luis,ropa,148.61,1
2810,2023-09-05,WhatsApp,Sofía,hogar,,1
2811,2023-03-17,WhatsApp,Sofía,tecnológico,14.56,1
2812,2023-07-02,WhatsApp,Carlos,tecnológico,38.85,1
2813,2023-01-10,web,María,tecnológico,0.0,0
2814,2023-04-02,WhatsApp,Luis,muebles,146.6,1
2815,2023-12-10,WhatsApp,Sofía,hogar,18.12,1
2816,2023-07-31,web,Sofía,ropa,0.0,0
2817,2023-05-12,web,María,deportes,141.53,1
2818,2023-12-28,WhatsApp,Juan,hogar,20.19,1
2819,2023-03-25,web,Luis,tecnológico,53.39,1
2820,2023-02-19,web,,hogar,575.32,1
2821,2023-04-15,WhatsApp,Luis,muebles,318.07,1
2822,2023-11-01,WhatsApp,Sofía,muebles,0.0,0
2823,2023-08-16,web,Luis,hogar,85.08,1
2824,2023-07-24,web,Sofía,muebles,0.0,0
2825,2023-04-26,WhatsApp,Carlos,tecnológico,99.57,1
2826,2023-10-21,web,Sofía,ropa,0.0,0
2827,2023-08-29,WhatsApp,Juan,tecnológico,316.3,1
2828,2023-09-26,WhatsApp,Carlos,deportes,95.56,1
2829,2023-03-16,WhatsApp,Sofía,muebles,271.09,1
2830,2023-12-01,web,Sofía,ropa,129.55,1
2831,2023-06-21,WhatsApp,Carlos,muebles,184.81,1
2832,2023-05-19,web,Sofía,muebles,125.71,1
2833,2023-08-24,web,Ana,tecnológico,141.8,1
2834,2023-12-19,web,Sofía,ropa,0.0,0
2835,2023-01-17,WhatsApp,Luis,deportes,146.86,1
2836,2023-07-10,WhatsApp,María,deportes,236.09,1
2837,2023-06-15,web,Luis,tecnológico,86.34,1
2838,2023-04-14,web,Sofía,hogar,0.0,0
2839,2023-02-17,WhatsApp,Juan,tecnológico,475.44,1
2840,2023-10-22,web,Sofía,tecnológico,134.79,1
2841,2023-11-14,WhatsApp,Sofía,deportes,38.55,1
2842,2023-09-09,WhatsApp,Ana,muebles,913.8,1
2843,2023-07-10,WhatsApp,Luis,ropa,0.0,0
2844,2023-05-24,web,Luis,muebles,,1
2845,2023-12-13,WhatsApp,Luis,tecnológico,55.04,1
2846,2023-03-31,WhatsApp,María,tecnológico,234.85,1
2847,2023-03-02,web,,deportes,1002.08,1
2848,2023-03-22,web,,muebles,81.6,1
2849,2023-02-07,web,Juan,tecnológico,550.42,1
2850,2023-07-13,web,Carlos,ropa,0.0,0
2851,2023-09-03,web,Sofía,deportes,268.84,1
2852,2023-03-04,WhatsApp,Luis,tecnológico,110.08,1
2853,2023-04-11,WhatsApp,Carlos,muebles,113.82,1
2854,2023-05-03,web,María,tecnológico,0.0,0
2855,2023-06-21,WhatsApp,Ana,deportes,0.0,0
2856,2023-11-10,web,Ana,muebles,50.59,1
2857,2023-04-07,WhatsApp,Sofía,tecnológico,0.0,0
2858,2023-01-01,WhatsApp,Sofía,deportes,0.0,0
2859,2023-09-15,web,Carlos,ropa,133.44,1
2860,2023-02-21,WhatsApp,Luis,ropa,0.0,0
2861,2023-04-24,web,María,ropa,0.0,0
2862,2023-01-10,web,Sofía,hogar,1617.35,1
2863,2023-02-05,WhatsApp,Sofía,muebles,98.15,1
2864,2023-01-28,WhatsApp,Luis,hogar,70.21,1
2865,2023-09-09,WhatsApp,Luis,deportes,,1
2866,2023-07-07,WhatsApp,Sofía,tecnológico,65.8,1
2867,2023-02-25,web,María,deportes,108.04,1
2868,2023-12-16,WhatsApp,Sofía,muebles,91.21,1
2869,2023-09-05,web,Carlos,deportes,,1
2870,2023-10-18,web,Juan,tecnológico,407.23,1
2871,2023-05-13,WhatsApp,Carlos,deportes,1337.68,1
2872,2023-03-02,web,Carlos,muebles,0.0,0
2873,2023-03-08,web,Sofía,tecnológico,86.17,1
2874,2023-09-27,WhatsApp,Juan,tecnológico,98.41,1
2875,2023-08-16,WhatsApp,Carlos,deportes,430.46,1
2876,2023-07-30,web,María,ropa,,1
2877,2023-02-22,web,María,ropa,89.29,1
2878,2023-04-02,web,María,deportes,29.11,1
2879,2023-05-01,WhatsApp,Carlos,tecnológico,17.2,1
2880,2023-09-12,WhatsApp,Sofía,hogar,0.0,0
2881,2023-11-25,web,Carlos,ropa,,1
2882,2023-09-09,WhatsApp,Luis,deportes,148.26,1
2883,2023-02-03,web,Juan,ropa,370.05,1
2884,2023-03-28,WhatsApp,Ana,muebles,29.03,1
2885,2023-03-01,WhatsApp,Juan,muebles,,1
2886,2023-07-12,web,Ana,muebles,0.0,0
2887,2023-10-02,web,,muebles,77.32,1
2888,2023-01-31,WhatsApp,,hogar,17.01,1
2889,2023-03-22,WhatsApp,Sofía,tecnológico,179.23,1
2890,2023-05-12,web,Luis,muebles,,1
2891,2023-10-21,WhatsApp,Luis,tecnológico,,1
2892,2023-07-07,web,Ana,muebles,286.57,1
2893,2023-12-16,web,Carlos,muebles,0.0,0
2894,2023-07-14,web,Sofía,tecnológico,107.32,1
2895,2023-12-14,web,,deportes,0.0,0
2896,2023-12-20,WhatsApp,Luis,hogar,48.5,1
2897,2023-02-25,web,Sofía,hogar,106.6,1
2898,2023-05-14,web,María,deportes,,1
2899,2023-06-27,web,Luis,deportes,1277.9,1
2900,2023-12-12,WhatsApp,Sofía,ropa,17.49,1
2901,2023-02-23,web,María,muebles,824.59,1
2902,2023-04-21,web,Juan,tecnológico,129.45,1
2903,2023-08-19,web,Juan,tecnológico,583.94,1
2904,2023-09-01,web,Juan,tecnológico,66.03,1
2905,2023-03-12,WhatsApp,Carlos,muebles,1043.59,1
2906,2023-08-15,WhatsApp,María,muebles,0.0,0
2907,2023-01-25,web,Juan,hogar,121.82,1
2908,2023-11-19,web,Juan,tecnológico,44.53,1
2909,2023-09-12,WhatsApp,Sofía,muebles,0.0,0
2910,2023-04-17,WhatsApp,Ana,deportes,0.0,0
2911,2023-03-23,web,Sofía,deportes,57.4,1
2912,2023-08-26,WhatsApp,Sofía,deportes,103.13,1
2913,2023-09-04,WhatsApp,Sofía,ropa,0.0,0
2914,2023-06-03,WhatsApp,María,ropa,0.0,0
2915,2023-09-18,web,Ana,muebles,381.31,1
2916,2023-06-09,web,María,deportes,0.0,0
2917,2023-09-03,web,Juan,ropa,47.58,1
2918,2023-03-08,WhatsApp,Juan,tecnológico,0.0,0
2919,2023-06-29,WhatsApp,Sofía,hogar,304.38,1
2920,2023-06-13,web,María,ropa,120.03,1
2921,2023-10-16,WhatsApp,María,tecnológico,104.35,1
2922,2023-09-27,WhatsApp,Sofía,muebles,2115.48,1
2923,2023-02-24,WhatsApp,Luis,hogar,330.62,1
2924,2023-04-15,WhatsApp,Juan,hogar,119.74,1
2925,2023-05-25,WhatsApp,Carlos,hogar,38.15,1
2926,2023-06-13,web,Ana,tecnológico,100.44,1
2927,2023-12-01,WhatsApp,Carlos,tecnológico,0.0,0
2928,2023-03-08,web,Juan,muebles,0.0,0
2929,2023-11-06,WhatsApp,Luis,deportes,376.11,1
2930,2023-04-22,web,Sofía,deportes,0.0,0
2931,2023-08-13,web,Carlos,ropa,35.8,1
2932,2023-08-07,web,Juan,hogar,51.96,1
2933,2023-04-21,WhatsApp,Luis,tecnológico,107.01,1
2934,2023-11-04,WhatsApp,Ana,deportes,149.63,1
2935,2023-09-30,web,Luis,ropa,50.12,1
2936,2023-05-29,WhatsApp,María,deportes,120.53,1
2937,2023-04-30,WhatsApp,Ana,hogar,0.0,0
2938,2023-09-29,web,Luis,ropa,120.38,1
2939,2023-08-27,web,Ana,hogar,0.0,0
2940,2023-06-15,WhatsApp,Carlos,muebles,,1
2941,2023-10-24,web,,ropa,132.52,1
2942,2023-11-14,web,María,tecnológico,0.0,0
2943,2023-09-13,web,Ana,ropa,373.1,1
2944,2023-06-10,web,María,muebles,343.63,1
2945,2023-10-08,WhatsApp,Ana,muebles,,1
2946,2023-03-08,WhatsApp,Ana,muebles,16.99,1
2947,2023-10-22,WhatsApp,Carlos,deportes,0.0,0
2948,2023-01-19,WhatsApp,Juan,tecnológico,91.91,1
2949,2023-05-09,web,Carlos,ropa,492.93,1
2950,2023-05-17,web,Juan,deportes,,1
2951,2023-11-14,web,María,ropa,,1
2952,2023-08-25,WhatsApp,Carlos,ropa,,1
2953,2023-02-08,web,Luis,deportes,261.31,1
2954,2023-01-24,WhatsApp,María,ropa,565.09,1
2955,2023-02-24,WhatsApp,Carlos,deportes,64.12,1
2956,2023-04-17,web,María,ropa,56.52,1
2957,2023-08-29,web,Ana,hogar,0.0,0
2958,2023-04-01,web,Sofía,hogar,14.41,1
2959,2023-03-28,WhatsApp,María,ropa,111.95,1
2960,2023-12-19,web,Luis,deportes,126.58,1
2961,2023-10-03,web,Ana,ropa,96.88,1
2962,2023-02-26,web,Juan,deportes,48.74,1
2963,2023-09-02,web,María,hogar,,1
2964,2023-06-27,WhatsApp,Ana,ropa,357.07,1
2965,2023-04-30,WhatsApp,Ana,muebles,11.86,1
2966,2023-06-16,WhatsApp,María,ropa,143.34,1
2967,2023-08-19,web,Juan,hogar,116.06,1
2968,2023-10-15,web,Sofía,ropa,79.61,1
2969,2023-10-01,WhatsApp,María,tecnológico,15.91,1
2970,2023-10-19,WhatsApp,María,muebles,0.0,0
2971,2023-10-20,WhatsApp,Carlos,tecnológico,44.01,1
2972,2023-01-30,WhatsApp,Sofía,deportes,84.08,1
2973,2023-02-28,web,Luis,tecnológico,488.87,1
2974,2023-10-24,WhatsApp,Luis,hogar,881.35,1
2975,2023-09-10,WhatsApp,,ropa,80.36,1
2976,2023-07-15,WhatsApp,Ana,hogar,49.79,1
2977,2023-01-16,WhatsApp,Ana,tecnológico,333.04,1
2978,2023-08-22,web,Luis,muebles,0.0,0
2979,2023-05-28,web,Sofía,deportes,130.66,1
2980,2023-01-01,WhatsApp,Ana,ropa,28.63,1
2981,2023-11-21,WhatsApp,Juan,tecnológico,0.0,0
2982,2023-06-13,web,Ana,deportes,0.0,0
2983,2023-03-14,WhatsApp,Ana,muebles,250.38,1
2984,2023-08-24,web,Carlos,deportes,,1
2985,2023-05-30,WhatsApp,Luis,hogar,2301.41,1
2986,2023-08-03,web,Sofía,deportes,598.71,1
2987,2023-11-17,WhatsApp,Luis,tecnológico,103.8,1
2988,2023-09-20,WhatsApp,Juan,muebles,75.29,1
2989,2023-07-29,WhatsApp,Luis,deportes,,1
2990,2023-10-18,WhatsApp,Sofía,tecnológico,0.0,0
2991,2023-07-05,web,Sofía,deportes,18.22,1
2992,2023-07-30,web,Ana,deportes,0.0,0
2993,2023-04-16,WhatsApp,Sofía,tecnológico,,1
2994,2023-11-01,web,María,hogar,0.0,0
2995,2023-10-06,WhatsApp,Luis,deportes,255.23,1
2996,2023-03-31,web,María,deportes,425.93,1
2997,2023-07-17,WhatsApp,Luis,tecnológico,311.89,1
2998,2023-04-11,WhatsApp,María,tecnológico,2012.01,1
2999,2023-05-27,WhatsApp,Sofía,deportes,74.66,1
3000,2023-09-10,web,Juan,hogar,67.53,1
3001,2023-01-04,WhatsApp,Carlos,hogar,0.0,0
3002,2023-04-25,WhatsApp,Juan,deportes,146.24,1
3003,2023-01-29,WhatsApp,Carlos,hogar,,1
3004,2023-08-05,web,María,tecnológico,88.94,1
3005,2023-10-21,web,Sofía,deportes,97.82,1
3006,2023-11-06,WhatsApp,María,deportes,0.0,0
3007,2023-01-05,web,Juan,tecnológico,76.12,1
3008,2023-02-02,web,Luis,muebles,99.98,1
3009,2023-12-24,WhatsApp,,tecnológico,120.63,1
3010,2023-11-14,web,Sofía,muebles,0.0,0
